ID No.,Nickname,PCE,Voc (V),Jsc (mA cm^2),FF,Mw (kg mol^-1),Mn (kg mol^-1),PDI (=Mw/Mn),Monomer (g mol^-1),-HOMO (eV),-LUMO (eV),bandgap(eV),SMILES
409,PBDT-HBTA,2.43,0.58,7.41,0.565,81.1,31.2 ,2.60 ,1224,5.13,3.16,1.88,CC1=CC=C(C2=CC=C(C3=NN(CCCCCCCC)N=C32)C4=CC=C(C5=CC(C(C6=CC=C(CC(CCCCCCCC)CCCCCC)S6)=C(SC(C)=C7)C7=C8C9=CC=C(CC(CCCCCCCC)CCCCCC)S9)=C8S5)S4)S1
410,PBDT-FBTA,6.0,0.75,11.9,0.672,43.2,32.0 ,1.35 ,1260,5.26,3.08,1.91,CC1=CC=C(C2=C(F)C(F)=C(C3=NN(CCCCCCCC)N=C32)C4=CC=C(C5=CC(C(C6=CC=C(CC(CCCCCCCC)CCCCCC)S6)=C(SC(C)=C7)C7=C8C9=CC=C(CC(CCCCCCCC)CCCCCC)S9)=C8S5)S4)S1
411,PBDT(O)-T1,4.0,0.83,9.6,0.495,52.3,27.5 ,1.90 ,1244,5.31,3.45,1.74,CC1=CC=C(C(S2)=C3C(C(C4=C(C[C@@H](CCCC)CC)SC(C[C@@H](CCCC)CC)=C4C3=O)=O)=C2C5=CC=C(C6=CC(C(C7=CC=C(SC[C@@H](CC)CCCC)O7)=C(SC(C)=C8)C8=C9C%10=CC=C(SCC(CCCC)CC)O%10)=C9S6)S5)S1
412,PBDT(S)-T1,7.3,0.9,12.3,0.711,66.5,23.8 ,2.80 ,1276,5.52,3.56,1.81,CC1=CC=C(C(S2)=C3C(C(C4=C(C[C@@H](CCCC)CC)SC(C[C@@H](CCCC)CC)=C4C3=O)=O)=C2C5=CC=C(C6=CC(C(C7=CC=C(SC[C@@H](CC)CCCC)S7)=C(SC(C)=C8)C8=C9C%10=CC=C(SCC(CCCC)CC)S%10)=C9S6)S5)S1
414,PBDT(S)-T1,7.4,0.89,12.3,0.676,77.5,48.4 ,1.60 ,1276,5.52,3.56,1.8,CC1=CC=C(C(S2)=C3C(C(C4=C(C[C@@H](CCCC)CC)SC(C[C@@H](CCCC)CC)=C4C3=O)=O)=C2C5=CC=C(C6=CC(C(C7=CC=C(SC[C@@H](CC)CCCC)S7)=C(SC(C)=C8)C8=C9C%10=CC=C(SCC(CCCC)CC)S%10)=C9S6)S5)S1
416,PBDT-O1,5.2,0.87,9.4,0.64,22.0,20.0 ,1.10 ,1196,5.51,3.52,1.82,CC1=CC=C(C(S2)=C3C(C(C4=C(C[C@@H](CCCC)CC)OC(C[C@@H](CCCC)CC)=C4C3=O)=O)=C2C5=CC=C(C6=CC(C(C7=CC=C(CCCCCCCC)S7)=C(SC(C)=C8)C8=C9C%10=CC=C(CCCCCCCC)S%10)=C9S6)S5)S1
418,PBDT-Se1,8.3,0.86,13.1,0.747,27.3,17.1 ,1.60 ,1260,5.46,3.53,1.8,CC1=CC=C(C(S2)=C3C(C(C4=C(C[C@@H](CCCC)CC)[Se]C(C[C@@H](CCCC)CC)=C4C3=O)=O)=C2C5=CC=C(C6=CC(C(C7=CC=C(CCCCCCCC)S7)=C(SC(C)=C8)C8=C9C%10=CC=C(CCCCCCCC)S%10)=C9S6)S5)S1
419,PDBT-T1,9.74,0.92,14.11,0.75,342.0,195.4 ,1.75 ,1324,5.4,3.4,1.85,CC1=CC=C(C(S2)=C3C(C(C4=C(C[C@@H](CCCC)CC)SC(C[C@@H](CCCC)CC)=C4C3=O)=O)=C2C5=CC=C(C6=CC7=C(C8=C(C9=CC=C(CCCCCCCC)S9)C(SC%10=C%11SC(C)=C%10)=C%11C(C%12=CC=C(CCCCCCCC)S%12)=C8S7)S6)S5)S1
420,PBT1-MP,8.7,0.98,12.9,0.725,24.1,13.4 ,1.80 ,1388,5.49,3.46,1.86,CC1=CC=C(C(S2)=C3C(C(C4=C(C[C@@H](CCCCCC)CCCCCCCC)SC(C[C@@H](CCCCCC)CCCCCCCC)=C4C3=O)=O)=C2C5=CC=C(C6=CC7=C(C8=CC=C(SCC(C)C)S8)C(SC(C)=C9)=C9C(C%10=CC=C(SCC(C)C)S%10)=C7S6)S5)S1
421,PBT1-EH,10.3,0.97,14.21,0.75,25.8,15.2 ,1.70 ,1388,5.43,3.43,1.84,CC1=CC=C(C(S2)=C3C(C(C4=C(C[C@@H](CCCCCC)CCCC)SC(C[C@@H](CCCCCC)CCCC)=C4C3=O)=O)=C2C5=CC=C(C6=CC7=C(C8=CC=C(SC[C@@H](CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC=C(SCC(CC)CCCC)S%10)=C7S6)S5)S1
422,PBT1-BO,8.1,0.93,13.03,0.675,35.7,16.2 ,2.20 ,1388,5.4,3.41,1.81,CC1=CC=C(C(S2)=C3C(C(C4=C(C[C@@H](CC)CCCC)SC(C[C@@H](CC)CCCC)=C4C3=O)=O)=C2C5=CC=C(C6=CC7=C(C8=CC=C(SC[C@H](CCCCCC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC=C(SCC(CCCCCC)CCCC)S%10)=C7S6)S5)S1
423,PIDT-SO,2.31,0.97,6.96,0.34,133.2,72.0 ,1.85 ,1149,5.4,3.03,2.27,CC1=CC(C(C2=CC=C(CCCCCC)C=C2)(C3=CC=C(CCCCCC)C=C3)C4=CC(C(SC(C5=CC6=C(C(C=CC(C)=C7)=C7S6(=O)=O)C=C5)=C8)=C8C9(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)=C9C=C4%12)=C%12S1
424,PIDT-DHTSO,3.81,0.95,8.2,0.48,73.1,45.4 ,1.61 ,1481,5.33,3.05,2.2,CC1=CC(C(C2=CC=C(CCCCCC)C=C2)(C3=CC=C(CCCCCC)C=C3)C4=CC(C(SC(C5=CC(CCCCCC)=C(C6=CC7=C(C(C=CC(C8=C(CCCCCC)C=C(C)S8)=C9)=C9S7(=O)=O)C=C6)S5)=C%10)=C%10C%11(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)=C%11C=C4%14)=C%14S1
426,PSB-TPTI (P3),3.64,0.87,7.62,0.549,21.5,12.2 ,1.76 ,1217,5.33,2.72,1.85,CC(S1)=CC2=C1C3=C(C(N2CC(CCCCCC)CCCCCCCC)=O)C=C(C(C(N4CC(CCCCCCCC)CCCCCC)=O)=C3)C5=C4C=C(S5)C6=CC7=C(C(SC(C)=C8)=C8[Si]7(CC(CCCC)CC)CC(CCCC)CC)S6
428,PBDTTTP,5.53,0.98,8.12,0.695,277.2,69.3 ,4.00 ,1469,5.43,2.6,2.11,O=C(N1CC(CCCCCCCCCC)CCCCCCCC)C2=CC3=C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C4=C3SC5=C4SC(C)=C5)=O)C=C2C6=C1C(SC(C7=CC8=C(OCC(CCCC)CC)C9=C(C=C(C)S9)C(OCC(CCCC)CC)=C8S7)=C%10)=C%10S6
430,PSBO,3.29,0.96,8.6,0.401,13.9,7.7 ,1.80 ,1415,5.48,3.66,1.82,CC1=CC2=C(C(C=C(SC3=C4C=C5C(C(SC(C6=C(OCCCCCCCC)C(OCCCCCCCC)=C(C)C7=NON=C76)=C8)=C8C5(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)=C3)C4=C%11)=C%11C2(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)S1
433,PSeTITI,6.17,0.94,9.35,0.705,318.8,88.8 ,3.59 ,1093,5.54,2.78,1.93,CC(S1)=CC2=C1C3=C(C(N2CC(CCCCCCCC)CCCCCCCCCC)=O)C4=C(C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C5=C6SC(C7=CC=C(C)[Se]7)=C5)=O)=C6C=C4)C=C3
434,PThTD1,5.86,0.87,9.67,0.716,335.8,58.1 ,5.78 ,1057,5.36,2.56,1.82,CC(S1)=CC2=C1C(SC3=C4SC5=C3C(N(CC(CCCCCCCC)CCCCCCCCCC)C6=C5SC(C7=CC=C(C)S7)=C6)=O)=C4C(N2CC(CCCCCCCC)CCCCCCCCCC)=O
436,PSeTD1,5.96,0.83,10.92,0.687,253.5,70.8 ,3.58 ,1105,5.34,2.7,1.75,CC(S1)=CC2=C1C(SC3=C4SC5=C3C(N(CC(CCCCCCCC)CCCCCCCCCC)C6=C5SC(C7=CC=C(C)[Se]7)=C6)=O)=C4C(N2CC(CCCCCCCC)CCCCCCCCCC)=O
437,PSeTD2,7.95,0.85,13.55,0.711,93.4,35.5 ,2.63 ,992,5.31,2.74,1.75,CC(S1)=CC2=C1C(SC3=C4SC5=C3C(N(CC(CCCCCCCC)CCCCCC)C6=C5SC(C7=CC=C(C)[Se]7)=C6)=O)=C4C(N2CC(CCCCCCCC)CCCCCC)=O
438,PzNDTT-TPD1,7.5,0.86,12.73,0.68,56.8,24.9 ,2.28 ,1532,5.55,3.52,1.94,O=C1N(CC(CCCCCCCCCC)CCCCCCCC)C(C2=C(C3=C(CCCCCCCCCC)C=C(C4=CC5=C(C(C=C(C6=CC=C(CC(CCCC)CC)S6)C7=C8SC(C)=C7)=C8C=C5C9=CC=C(C[C@H](CCCC)CC)S9)S4)S3)SC(C%10=C(CCCCCCCCCC)C=C(C)S%10)=C21)=O
438,PzNDTT-TPD1,7.5,0.86,12.73,0.68,56.8,24.9 ,2.28 ,1532,5.55,3.52,1.94,O=C1N(CC(CCCCCCCCCC)CCCCCCCC)C(C2=C(C3=C(CCCCCCCCCC)C=C(C4=CC5=C(C(C=C(C6=CC=C(CC(CCCC)CC)S6)C7=C8SC(C)=C7)=C8C=C5C9=CC=C(C[C@H](CCCC)CC)S9)S4)S3)SC(C%10=C(CCCCCCCCCC)C=C(C)S%10)=C21)=O
439,PzNDTT-TPD2,3.68,0.88,6.09,0.69,32.0,24.6 ,1.30 ,1532,5.58,3.48,1.98,CC(S1)=C(CCCCCCCCCC)C=C1C2=C(C(N(CC(CCCCCCCCCC)CCCCCCCC)C3=O)=O)C3=C(S2)C4=CC(CCCCCCCCCC)=C(C5=CC6=C(C(C=C(C7=CC=C(CC(CCCC)CC)S7)C8=C9SC(C)=C8)=C9C=C6C%10=CC=C(C[C@H](CCCC)CC)S%10)S5)S4
442,PIDT-OHBPz,3.75,0.83,8.0,0.566,105.2,70.1 ,1.50 ,1437,5.27,3.31,1.69,CC1=CC2=C(C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=CC=C(CCCCCC)C=C5)C6=C7SC(C8=CC=C(C)C9=C8N=C%10C(C(C=C(CCCCCCCC)C=C%11)=C%11C%12=C%10C=C(CCCCCCCC)C=C%12)=N9)=C6)=C7C=C3C2(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)S1
443,PIDT-OFBPz,5.13,0.97,8.96,0.59,156.9,104.6 ,1.50 ,1473,5.45,3.56,1.75,CC1=CC2=C(C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=CC=C(CCCCCC)C=C5)C6=C7SC(C8=C(F)C(F)=C(C)C9=C8N=C%10C(C(C=C(CCCCCCCC)C=C%11)=C%11C%12=C%10C=C(CCCCCCCC)C=C%12)=N9)=C6)=C7C=C3C2(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)S1
444,PIDT-OBPQ,3.93,0.86,8.97,0.509,117.0,78.0 ,1.50 ,1438,5.3,3.58,1.56,CC1=CC2=C(C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=CC=C(CCCCCC)C=C5)C6=C7SC(C8=CN=C(C)C9=C8N=C%10C(C(C=C(CCCCCCCC)C=C%11)=C%11C%12=C%10C=C(CCCCCCCC)C=C%12)=N9)=C6)=C7C=C3C2(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)S1
445,P-PDT-IID12OD,4.46,0.8,9.99,0.63,37.3,26.8 ,1.39 ,1639,5.45,3.85,1.6,CC1=CC2=C(C(C=CC3=C4C=CC5=C3SC(C6=C(CCCCCCCCCCCC)C=C(C7=CC=C(/C(C(N8CC(CCCCCCCCCC)CCCCCCCC)=O)=C9C(N(CC(CCCCCCCC)CCCCCCCCCC)C%10=C\9C=CC(C%11=CC(CCCCCCCCCCCC)=C(C)S%11)=C%10)=O)C8=C7)S6)=C5)=C4C=C2)S1
446,P-PDT-IID12DT,2.26,0.82,6.63,0.57,20.5,13.5 ,1.52 ,1751,5.45,3.85,1.6,CC1=CC2=C(C(C=CC3=C4C=CC5=C3SC(C6=C(CCCCCCCCCCCC)C=C(C7=CC=C(/C(C(N8CC(CCCCCCCCCC)CCCCCCCCCCCC)=O)=C9C(N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C%10=C\9C=CC(C%11=CC(CCCCCCCCCCCC)=C(C)S%11)=C%10)=O)C8=C7)S6)=C5)=C4C=C2)S1
447,P-PDT-IIDBOBO,5.18,0.82,10.7,0.6,106.1,56.9 ,1.87 ,1415,5.5,3.81,1.69,CC1=CC2=C(C(C=CC3=C4C=CC5=C3SC(C6=C(CC(CCCC)CCCCCC)C=C(C7=CC=C(/C(C(N8CC(CCCC)CCCCCC)=O)=C9C(N(CC(CCCCCC)CCCC)C%10=C\9C=CC(C%11=CC(CC(CCCCCC)CCCC)=C(C)S%11)=C%10)=O)C8=C7)S6)=C5)=C4C=C2)S1
448,P-PDT-IIDHDHD,0.94,0.9,2.05,0.59,28.7,19.0 ,1.51 ,1639,5.51,3.86,1.65,CC1=CC2=C(C(C=CC3=C4C=CC5=C3SC(C6=C(CC(CCCCCCCC)CCCCCC)C=C(C7=CC=C(/C(C(N8CC(CCCCCCCC)CCCCCC)=O)=C9C(N(CC(CCCCCC)CCCCCCCC)C%10=C\9C=CC(C%11=CC(CC(CCCCCC)CCCCCCCC)=C(C)S%11)=C%10)=O)C8=C7)S6)=C5)=C4C=C2)S1
449,PTPTDP,4.2,0.75,10.3,0.54,51.9,28.5 ,1.82 ,1539,5.25,3.6,1.4,O=C(N(CC(CC)CCCC)C(C1=CC=C(C2=CC=C(C3=CC4=C(C(C=C(C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C7=C8SC(C)=C7)C8=C9)=C9C4(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)S3)S2)S1)=C%12%13)C%12=C(C%14=CC=C(C)S%14)N(CC(CC)CCCC)C%13=O
450,PBDT_TEH-TBTT_EHi (P1),6.48,0.6,17.77,0.631,33.4,7.9 ,4.21 ,1313,4.64,3.1,1.54,CC(S1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=C5C(SC(CCCCCC)=C5)=C(C6=C(C(N(CC(CC)CCCC)C7=O)=O)C7=C(C8=C9C(C=C(CCCCCC)S9)=C(C)S8)S6)S4)S%10)C%10=C2C%11=CC=C(CC(CC)CCCC)S%11
451,PBDT_TEH-TBTT_HDo (P2),4.37,0.6,15.21,0.486,22.0,5.5 ,3.98 ,1313,4.63,3.17,1.46,CC(S1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=C5C(C=C(CCCCCC)S5)=C(C6=C(C(N(CC(CC)CCCC)C7=O)=O)C7=C(C8=C9C(SC(CCCCCC)=C9)=C(C)S8)S6)S4)S%10)C%10=C2C%11=CC=C(CC(CC)CCCC)S%11
452,PBDT_TEH-TBT_HD (P3),7.32,0.633,18.15,0.652,22.9,6.1 ,3.77 ,1426,4.78,3.22,1.56,CC(S1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=C5C(SC(CCCCCC)=C5)=C(C6=C(C(N(CC(CCCCCCCC)CCCCCC)C7=O)=O)C7=C(C8=C9C(C=C(CCCCCC)S9)=C(C)S8)S6)S4)S%10)C%10=C2C%11=CC=C(CC(CC)CCCC)S%11
453,BFR2,3.74,0.89,7.25,0.606,66.0,30.0 ,2.20 ,926,5.2,3.61,1.59,CC1=CC(C(C2=CC(CCCCCC)=C(CC(CC)CCCC)S2)=C(SC(C3=CC(F)=C(C)C4=NSN=C43)=C5)C5=C6C7=CC(CCCCCC)=C(CC(CCCC)CC)S7)=C6S1
454,BFS3,5.67,0.9,10.82,0.608,74.8,34.0 ,2.20 ,1823,5.2,3.62,1.58,CC(S1)=CC(C1=C2C3=CC(CCCCCC)=C(CC(CCCC)CC)S3)=C(C4=CC(CCCCCC)=C(CC(CCCC)CC)S4)C5=C2C=C(S5)C(C6=NSN=C67)=C(F)C=C7C8=CC9=C(C%10=CC(CCCCCC)=C(CC(CCCC)CC)S%10)C%11=C(C(C%12=CC(CCCCCC)=C(CC(CC)CCCC)S%12)=C9S8)C=C(C%13=CC(F)=C(C)C%14=NSN=C%14%13)S%11
455,BFS4,7.02,0.9,13.19,0.603,73.6,32.0 ,2.30 ,1655,5.15,3.59,1.56,CC(S1)=CC(C1=C2C3=CC=C(CC(CCCC)CC)S3)=C(C4=CC=C(CC(CCCC)CC)S4)C5=C2C=C(S5)C(C6=NSN=C67)=C(F)C=C7C8=CC9=C(C%10=CC(CCCCCC)=C(CC(CCCC)CC)S%10)C%11=C(C(C%12=CC(CCCCCC)=C(CC(CC)CCCC)S%12)=C9S8)C=C(C%13=CC(F)=C(C)C%14=NSN=C%14%13)S%11
456,BFS4b,7.38,0.9,14.2,0.611,128.8,46.0 ,2.80 ,1655,5.15,3.59,1.56,CC(S1)=CC(C1=C2C3=CC=C(CC(CCCC)CC)S3)=C(C4=CC=C(CC(CCCC)CC)S4)C5=C2C=C(S5)C(C6=NSN=C67)=C(F)C=C7C8=CC9=C(C%10=CC(CCCCCC)=C(CC(CCCC)CC)S%10)C%11=C(C(C%12=CC(CCCCCC)=C(CC(CC)CCCC)S%12)=C9S8)C=C(C%13=CC(F)=C(C)C%14=NSN=C%14%13)S%11
457,PBDTTT-E,4.16,0.66,11.53,0.547,92.4,33.0 ,2.80 ,768,5.04,3.19,1.63,O=C(OCC(CC)CCCC)C1=CC2=C(C)SC(C3=CC4=C(OCC(CCCC)CC)C(SC(C)=C5)=C5C(OCC(CCCC)CC)=C4S3)=C2S1
457,PBDTTT-E,4.16,0.66,11.53,0.547,92.4,33.0 ,2.80 ,768,5.04,3.19,1.63,O=C(OCC(CC)CCCC)C1=CC2=C(C)SC(C3=CC4=C(OCC(CCCC)CC)C(SC(C)=C5)=C5C(OCC(CCCC)CC)=C4S3)=C2S1
458,PBDTTT-E-T,6.21,0.68,14.59,0.626,71.4,21.0 ,3.40 ,900,5.09,3.22,1.58,O=C(OCC(CC)CCCC)C1=CC2=C(C)SC(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CC)CCCC)S7)=C4S3)=C2S1
459,PBDTTT-C,6.43,0.7,15.51,0.592,77.7,21.0 ,3.70 ,738,5.07,3.21,1.6,O=C(C(CCCC)CC)C1=CC2=C(C)SC(C3=CC4=C(OCC(CCCC)CC)C(SC(C)=C5)=C5C(OCC(CCCC)CC)=C4S3)=C2S1
460,PBDTTT-C-T,7.59,0.74,17.48,0.587,64.0,20.0 ,3.20 ,870,5.11,3.25,1.58,O=C([C@@H](CC)CCCC)C1=CC2=C(C)SC(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CC)CCCC)S7)=C4S3)=C2S1
461,PBDTBT (Z3),1.95,0.84,6.28,0.369,30.2,23.2 ,1.30 ,940,4.8,2.95,1.85,CC(S1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=CC(CCCCCC)=C(C4=CC=C(C5=C(CCCCCC)C=C(C)S5)C6=NSN=C64)S3)S7)C7=C2OCC(CC)CCCC
462,PBDTBT (Z4),1.28,0.4,5.27,0.606,23.0,19.2 ,1.20 ,972,5.2,3.65,1.55,CC(S1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=CC(OCCCCCC)=C(C4=CC=C(C5=C(OCCCCCC)C=C(C)S5)C6=NSN=C64)S3)S7)C7=C2OCC(CC)CCCC
465,PDST-TT,4.48,0.98,10.15,0.45,33.1,12.0 ,2.76 ,1102,5.5,3.87,1.63,CC1=C2C(SC(C(OCC(CC)CCCC)=O)=C2F)=C(C3=CC4=C(C5=CC(SCCCC)=C(SCCCCCC)S5)C6=C(C=C(C)S6)C(C7=CC(SCCCC)=C(SCCCCCC)S7)=C4S3)S1
466,PDST-DPP,3.14,0.88,6.59,0.541,220.4,95.0 ,2.32 ,1537,5.47,4.01,1.46,CC(S1)=CC2=C1C(C3=CC(SCCCC)=C(SCCCCCC)S3)=C(C=C(C4=CC=C(C(N(CC(CCCCCC)CCCCCCCC)C5=O)=C6C5=C(C7=CC=C(C)S7)N(CC(CCCCCCCC)CCCCCC)C6=O)S4)S8)C8=C2C9=CC(SCCCC)=C(SCCCCCC)S9
467,PBT-S,6.7,0.64,14.9,0.703,40.5,14.4 ,2.82 ,1296,5.01,2.98,1.66,CC(S1)=CC2=C1C(C3=CC=C(SCC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C6C(C=C(C(OCC(CCCCCCCCCC)CCCCCCCC)=O)S6)=C(C7=CC=C(C)S7)S5)S4)S8)C8=C2C9=CC=C(SCC(CCCC)CC)S9
468,PBT-SO2-M,1.82,0.81,5.95,0.379,48.5,14.2 ,3.41 ,1360,5.23,3.16,1.68,CC(S1)=CC2=C1C(C3=CC=C(S(CC(CCCC)CC)(=O)=O)S3)=C(C=C(C4=CC=C(C5=C6C(C=C(C(OCC(CCCCCCCCCC)CCCCCCCC)=O)S6)=C(C7=CC=C(C)S7)S5)S4)S8)C8=C2C9=CC=C(S(CC(CCCC)CC)(=O)=O)S9
469,PBT-SO2-H,6.52,0.71,14.6,0.629,35.7,14.3 ,2.50 ,1360,5.16,3.14,1.64,CC(S1)=CC2=C1C(C3=CC=C(S(CC(CCCC)CC)(=O)=O)S3)=C(C=C(C4=CC=C(C5=C6C(C=C(C(OCC(CCCCCCCCCC)CCCCCCCC)=O)S6)=C(C7=CC=C(C)S7)S5)S4)S8)C8=C2C9=CC=C(S(CC(CCCC)CC)(=O)=O)S9
470,PBT-T,5.45,0.6,13.7,0.677,128.8,44.1 ,2.92 ,1208,4.95,3.12,1.67,CC1=CC2=C(S1)C(C3=CC=C(CC(CCCC)CC)S3)=C4C(SC(C5=CC=C(C6=C(C(F)=C(C(OCCC(CCCCCC)CCCCCCCC)=O)S7)C7=C(C8=CC=C(C)S8)S6)S5)=C4)=C2C9=CC=C(CC(CC)CCCC)S9
471,PBT-OP,7.41,0.78,13.4,0.718,74.7,30.6 ,2.44 ,1229,5.17,3.14,1.7,CC1=CC2=C(S1)C(C3=CC=CC(OCC(CCCC)CC)=C3)=C4C(SC(C5=CC=C(C6=C(C(F)=C(C(OCCC(CCCCCC)CCCCCCCC)=O)S7)C7=C(C8=CC=C(C)S8)S6)S5)=C4)=C2C9=CC=CC(OCC(CC)CCCC)=C9
472,PBDT-Tz-TPD (P1),0.27,0.82,1.05,0.32,110.0,26.3 ,3.80 ,927,5.65,3.84,1.81,CC1=CC2=C(S1)C(C3=NC=C(CCCCCCCCCC)S3)=C4C(SC(C5=C(C(N(CCCCCCCC)C6=O)=O)C6=C(C)S5)=C4)=C2C7=NC=C(CCCCCCCCCC)S7
474,PBDT-Tz-TT (P3),2.3,0.44,9.5,0.55,133.8,25.7 ,5.20 ,1014,5.09,3.84,1.39,CC1=CC2=C(S1)C(C3=NC=C(CCCCCCCCCC)S3)=C4C(SC(C5=C(SC(C(OCCCCCCCCCCCC)=O)=C6)C6=C(C)S5)=C4)=C2C7=NC=C(CCCCCCCCCC)S7
475,PTTBDT-FTT,7.39,0.77,14.7,0.68,61.5,25.0 ,2.46 ,1030,5.31,3.76,1.55,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C3=CC4=C(C(C5=CC(SC(CC(CC)CCCC)=C6)=C6S5)=C(C=C(C)S7)C7=C4C8=CC(SC(CC(CCCC)CC)=C9)=C9S8)S3)SC(C)=C2S1
476,PBT-TVT,8.13,0.81,16.0,0.627,121.9,19.5 ,6.25 ,1198,5.29,3.76,1.53,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(/C=C/C6=CC=C(SCC(CC)CCCC)S6)S5)=C(C=C(C)S7)C7=C4C8=CC=C(/C=C/C9=CC=C(SC[C@H](CCCC)CC)S9)S8)S3)=C2S1
477,PBDTBzT-DTffBT,7.16,0.9,12.93,0.627,40.5,22.0 ,1.84 ,1377,5.47,3.73,1.74,CC(S1)=CC2=C1C(C3=CC(C=C(CC(CCCC)CCCCCC)C=C4)=C4S3)=C(C=C(C5=C(CC(CC)CCCC)C=C(C6=C(F)C(F)=C(C7=CC(CC(CCCC)CC)=C(C)S7)C8=NSN=C86)S5)S9)C9=C2C%10=CC(C=C(CC(CCCC)CCCCCC)C=C%11)=C%11S%10
478,PBDTT-DTffBT,5.32,0.94,9.83,0.579,28.8,24.0 ,1.20 ,1164,5.36,3.6,1.76,CC(S1)=CC2=C1C(C3=CC=C(CC(CC)CCCC)S3)=C(C=C(C4=C(CC(CC)CCCC)C=C(C5=C(F)C(F)=C(C6=CC(CC(CCCC)CC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CC(CC)CCCC)S9
479,PTOBDTDTBT,6.13,0.8,11.94,0.651,154.8,72.0 ,2.15 ,1601,5.4,3.73,1.67,CC(S1)=CC2=C1C(C3=CC=C(C4=CC(OCCCCCCCC)=C(OCCCCCCCC)C(OCCCCCCCC)=C4)S3)=C(C=C(C5=CC=C(C6=CC=C(C7=CC=C(C)S7)C8=NSN=C86)S5)S9)C9=C2C%10=CC=C(C%11=CC(OCCCCCCCC)=C(OCCCCCCCC)C(OCCCCCCCC)=C%11)S%10
481,PQ2,3.8,0.8,7.68,0.621,82.7,33.9 ,2.44 ,1629,5.28,3.31,1.97,CC(S1)=CC2=C1C(C3=CC(C4=CC=C(CCCCCCCCCCCC)S4)=C(C5=CC=C(CCCCCCCCCCCC)S5)S3)=C(C=C(C6=CC=C(C7=CC=C(C8=CC=C(C)S8)S7)S6)S9)C9=C2C%10=CC(C%11=CC=C(CCCCCCCCCCCC)S%11)=C(C%12=CC=C(CCCCCCCCCCCC)S%12)S%10
482,PQ3,1.09,0.78,2.67,0.524,68.9,48.2 ,1.43 ,1905,5.31,4.02,1.29,CC(S1)=CC2=C1C(C3=CC(C4=CC=C(CCCCCCCCCCCC)S4)=C(C5=CC=C(CCCCCCCCCCCC)S5)S3)=C(C=C(C6=CC=C(C7=C8C(C(N7CC(CC)CCCC)=O)=C(C9=CC=C(C)S9)N(CC(CCCC)CC)C8=O)S6)S%10)C%10=C2C%11=CC(C%12=CC=C(CCCCCCCCCCCC)S%12)=C(C%13=CC=C(CCCCCCCCCCCC)S%13)S%11
484,PBDT2FBT-T1,5.36,0.98,9.62,0.597,49.3,28.1 ,1.75 ,1277,5.47,3.58,1.75,CC(S1)=CC2=C1C(C3=CC=C(CC(CCCCCC)CCCC)S3)=C(C=C(C4=C(CC(CC)CCCC)C=C(C5=C(F)C(F)=C(C6=CC(CC(CCCC)CC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CC(CCCC)CCCCCC)S9
